2025-06-05 10:48:59.632 GMT,,,9,,6841761b.9,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"starting PostgreSQL 16.9 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 11.5.0 20240719 (Red Hat 11.5.0-5), 64-bit",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.632 GMT,,,9,,6841761b.9,2,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.632 GMT,,,9,,6841761b.9,3,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.637 GMT,,,9,,6841761b.9,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"starting PostgreSQL 14.18 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 11.5.0 20240719 (Red Hat 11.5.0-5), 64-bit",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.637 GMT,,,9,,6841761b.9,2,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.637 GMT,,,9,,6841761b.9,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"starting PostgreSQL 14.18 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 11.5.0 20240719 (Red Hat 11.5.0-5), 64-bit",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.637 GMT,,,9,,6841761b.9,3,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.637 GMT,,,9,,6841761b.9,2,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.637 GMT,,,9,,6841761b.9,3,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.702 GMT,,,9,,6841761b.9,4,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on Unix socket ""/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.708 GMT,,,9,,6841761b.9,4,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on Unix socket ""/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.721 GMT,,,9,,6841761b.9,4,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on Unix socket ""/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.743 GMT,,,9,,6841761b.9,5,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.757 GMT,,,9,,6841761b.9,5,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.758 GMT,,,15,,6841761b.f,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"database system was shut down at 2025-06-05 10:38:26 GMT",,,,,,,,,"","startup",,0
2025-06-05 10:48:59.763 GMT,,,9,,6841761b.9,5,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.774 GMT,,,13,,6841761b.d,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"database system was shut down at 2025-06-05 10:38:26 GMT",,,,,,,,,"","startup",,0
2025-06-05 10:48:59.780 GMT,,,13,,6841761b.d,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"database system was shut down at 2025-06-05 10:38:26 GMT",,,,,,,,,"","startup",,0
2025-06-05 10:48:59.804 GMT,,,9,,6841761b.9,6,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.804 GMT,,,18,,6841761b.12,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"starting pg_failover_slots replica worker",,,,,,,,,"pg_failover_slots worker","pg_failover_slots worker",,0
2025-06-05 10:48:59.817 GMT,,,9,,6841761b.9,6,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2025-06-05 10:48:59.817 GMT,,,19,,6841761b.13,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"starting pg_failover_slots replica worker",,,,,,,,,"pg_failover_slots worker","pg_failover_slots worker",,0
2025-06-05 10:48:59.826 GMT,,,19,,6841761b.13,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"starting pg_failover_slots replica worker",,,,,,,,,"pg_failover_slots worker","pg_failover_slots worker",,0
2025-06-05 10:48:59.825 GMT,,,9,,6841761b.9,6,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2025-06-05 10:49:00.625 GMT,"postgres","postgres",25,"[local]",6841761c.19,1,"idle",2025-06-05 10:49:00 GMT,4/3,0,LOG,00000,"statement: SELECT 1 FROM pg_database WHERE datname = 'testdb'",,,,,,,,,"psql","client backend",,0
2025-06-05 10:49:00.626 GMT,"postgres","postgres",25,"[local]",6841761c.19,1,"idle",2025-06-05 10:49:00 GMT,4/3,0,LOG,00000,"statement: SELECT 1 FROM pg_database WHERE datname = 'testdb'",,,,,,,,,"psql","client backend",,0
2025-06-05 10:49:00.634 GMT,"postgres","postgres",27,"[local]",6841761c.1b,1,"idle",2025-06-05 10:49:00 GMT,4/5,0,LOG,00000,"statement: CREATE DATABASE testdb;",,,,,,,,,"psql","client backend",,0
2025-06-05 10:49:00.638 GMT,"postgres","postgres",27,"[local]",6841761c.1b,1,"idle",2025-06-05 10:49:00 GMT,4/5,0,LOG,00000,"statement: CREATE DATABASE testdb;",,,,,,,,,"psql","client backend",,0
2025-06-05 10:49:01.014 GMT,,,9,,6841761b.9,7,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"received smart shutdown request",,,,,,,,,"","postmaster",,0
2025-06-05 10:49:01.014 GMT,,,9,,6841761b.9,7,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"received smart shutdown request",,,,,,,,,"","postmaster",,0
2025-06-05 10:49:01.015 GMT,,,19,,6841761b.13,2,,2025-06-05 10:48:59 GMT,2/0,0,FATAL,57P01,"terminating background worker ""pg_failover_slots worker"" due to administrator command",,,,,,,,,"pg_failover_slots worker","pg_failover_slots worker",,0
2025-06-05 10:49:01.015 GMT,,,9,,6841761b.9,8,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 20) exited with exit code 1",,,,,,,,,"","postmaster",,0
2025-06-05 10:49:01.015 GMT,,,9,,6841761b.9,9,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"background worker ""pg_failover_slots worker"" (PID 19) exited with exit code 1",,,,,,,,,"","postmaster",,0
2025-06-05 10:49:01.015 GMT,,,19,,6841761b.13,2,,2025-06-05 10:48:59 GMT,3/0,0,FATAL,57P01,"terminating background worker ""pg_failover_slots worker"" due to administrator command",,,,,,,,,"pg_failover_slots worker","pg_failover_slots worker",,0
2025-06-05 10:49:01.016 GMT,,,14,,6841761b.e,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2025-06-05 10:49:01.016 GMT,,,9,,6841761b.9,8,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 20) exited with exit code 1",,,,,,,,,"","postmaster",,0
2025-06-05 10:49:01.016 GMT,,,9,,6841761b.9,9,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"background worker ""pg_failover_slots worker"" (PID 19) exited with exit code 1",,,,,,,,,"","postmaster",,0
2025-06-05 10:49:01.016 GMT,,,14,,6841761b.e,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2025-06-05 10:49:01.021 GMT,,,9,,6841761b.9,10,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
2025-06-05 10:49:01.026 GMT,,,9,,6841761b.9,10,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
2025-06-05 10:53:59.780 GMT,,,13,,6841761b.d,1,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2025-06-05 10:54:04.052 GMT,,,13,,6841761b.d,2,,2025-06-05 10:48:59 GMT,,0,LOG,00000,"checkpoint complete: wrote 44 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.220 s, sync=0.027 s, total=4.277 s; sync files=11, longest=0.011 s, average=0.003 s; distance=285 kB, estimate=285 kB; lsn=0/152D270, redo lsn=0/152D238",,,,,,,,,"","checkpointer",,0
2025-06-05 10:59:42.944 GMT,"postgres","testdb",1308,"192.168.107.1:36064",6841789e.51c,1,"startup",2025-06-05 10:59:42 GMT,4/47,0,FATAL,3D000,"database ""testdb"" does not exist",,,,,,,,,"","client backend",,0
2025-06-05 11:00:04.239 GMT,"postgres","postgres",1352,"192.168.107.1:37252",684178b4.548,1,"idle",2025-06-05 11:00:04 GMT,4/51,0,LOG,00000,"statement: CREATE DATABASE testdb;",,,,,,,,,"psql","client backend",,0
2025-06-05 11:00:04.375 GMT,"postgres","testdb",1353,"192.168.107.1:37262",684178b4.549,1,"idle",2025-06-05 11:00:04 GMT,4/53,0,LOG,00000,"statement: SELECT * FROM pg_replication_slots;",,,,,,,,,"psql","client backend",,0
2025-06-05 11:00:04.418 GMT,"postgres","testdb",1354,"192.168.107.1:37278",684178b4.54a,1,"idle",2025-06-05 11:00:04 GMT,4/55,0,LOG,00000,"statement: SELECT * FROM pg_replication_slots;",,,,,,,,,"psql","client backend",,0
2025-06-05 11:00:04.457 GMT,"postgres","testdb",1355,"192.168.107.1:37294",684178b4.54b,1,"idle",2025-06-05 11:00:04 GMT,4/57,0,LOG,00000,"statement: INSERT INTO demo (name) VALUES ('test4');",,,,,,,,,"psql","client backend",,0
