2025-06-05 10:47:10.985 GMT,,,9,,684175ae.9,1,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"starting PostgreSQL 16.9 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 11.5.0 20240719 (Red Hat 11.5.0-5), 64-bit",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.985 GMT,,,9,,684175ae.9,2,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.985 GMT,,,9,,684175ae.9,3,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.985 GMT,,,9,,684175ae.9,1,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"starting PostgreSQL 14.18 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 11.5.0 20240719 (Red Hat 11.5.0-5), 64-bit",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.985 GMT,,,9,,684175ae.9,2,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.985 GMT,,,9,,684175ae.9,3,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.990 GMT,,,8,,684175ae.8,1,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"starting PostgreSQL 14.18 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 11.5.0 20240719 (Red Hat 11.5.0-5), 64-bit",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.990 GMT,,,8,,684175ae.8,2,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.990 GMT,,,8,,684175ae.8,3,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.990 GMT,,,9,,684175ae.9,4,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on Unix socket ""/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.991 GMT,,,9,,684175ae.9,4,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on Unix socket ""/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.996 GMT,,,9,,684175ae.9,5,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.997 GMT,,,8,,684175ae.8,4,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on Unix socket ""/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:10.998 GMT,,,13,,684175ae.d,1,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"database system was shut down at 2025-06-05 10:38:26 GMT",,,,,,,,,"","startup",,0
2025-06-05 10:47:10.998 GMT,,,9,,684175ae.9,5,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:11.000 GMT,,,15,,684175af.f,1,,2025-06-05 10:47:11 GMT,,0,LOG,00000,"database system was shut down at 2025-06-05 10:38:26 GMT",,,,,,,,,"","startup",,0
2025-06-05 10:47:11.001 GMT,,,8,,684175ae.8,5,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"listening on Unix socket ""/tmp/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:11.002 GMT,,,12,,684175af.c,1,,2025-06-05 10:47:11 GMT,,0,LOG,00000,"database system was shut down at 2025-06-05 10:38:26 GMT",,,,,,,,,"","startup",,0
2025-06-05 10:47:11.003 GMT,,,9,,684175ae.9,6,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2025-06-05 10:47:11.003 GMT,,,19,,684175af.13,1,,2025-06-05 10:47:11 GMT,,0,LOG,00000,"starting pg_failover_slots replica worker",,,,,,,,,"pg_failover_slots worker","pg_failover_slots worker",,0
2025-06-05 10:47:11.003 GMT,,,9,,684175ae.9,6,,2025-06-05 10:47:10 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
