2025-06-05 10:43:44.457 GMT,,,9,,684174e0.9,1,,2025-06-05 10:43:44 GMT,,0,LOG,00000,"starting PostgreSQL 16.9 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 11.5.0 20240719 (Red Hat 11.5.0-5), 64-bit",,,,,,,,,"","postmaster",,0
2025-06-05 10:43:44.457 GMT,,,9,,684174e0.9,2,,2025-06-05 10:43:44 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:43:44.457 GMT,,,9,,684174e0.9,3,,2025-06-05 10:43:44 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:43:44.457 GMT,,,9,,684174e0.9,1,,2025-06-05 10:43:44 GMT,,0,LOG,00000,"starting PostgreSQL 14.18 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 11.5.0 20240719 (Red Hat 11.5.0-5), 64-bit",,,,,,,,,"","postmaster",,0
2025-06-05 10:43:44.457 GMT,,,9,,684174e0.9,1,,2025-06-05 10:43:44 GMT,,0,LOG,00000,"starting PostgreSQL 14.18 on aarch64-unknown-linux-gnu, compiled by gcc (GCC) 11.5.0 20240719 (Red Hat 11.5.0-5), 64-bit",,,,,,,,,"","postmaster",,0
2025-06-05 10:43:44.457 GMT,,,9,,684174e0.9,2,,2025-06-05 10:43:44 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:43:44.457 GMT,,,9,,684174e0.9,2,,2025-06-05 10:43:44 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:43:44.457 GMT,,,9,,684174e0.9,3,,2025-06-05 10:43:44 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:43:44.457 GMT,,,9,,684174e0.9,3,,2025-06-05 10:43:44 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2025-06-05 10:43:44.463 GMT,,,9,,684174e0.9,4,,2025-06-05 10:43:44 GMT,,0,LOG,00000,"listening on Unix socket ""/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
